Topic,Count,Name,Representation,Representative_Docs
-1,358284,-1_model_system_result_field,"['model', 'system', 'result', 'field', 'time', 'function', 'theory', 'space', 'study', 'quantum']","['diffusion map embed manifold boundary application pde give collection point sample riemannian manifold embed euclidean space paper propose new method solve elliptic partial differential equation pde supplement boundary condition notice construction triangulation unknown manifold difficult expensive term computational data requirement goal solve problem construction instead rely sample point define quadrature formula unknown manifold main tool diffusion map algorithm analyze know method weak variational sense reduce smoothness requirement underlying function crucial approximate weak solution pde product provide rigorous justification know relationship diffusion map neumann eigenvalue problem use recently develop method estimate distance boundary function notice boundary location assume unknown estimate datum order correct boundary error term diffusion map construction finally estimate distance illustrate impose dirichlet neumann mixed boundary condition common pde base laplacian numerical example confirm theoretical finding', 'schedule nonlinear sensor stochastic process estimation paper focus activate sensor available estimate state stochastic process interest problem important application target tracking simultaneous localization mapping slam challenging involve stochastic system evolution largely unknown sensor nonlinear measurement limit operational resource constrain number active sensor measurement step provide algorithm applicable general stochastic process nonlinear measurement time complexity linear planning horizon performance multiplicative factor away optimal performance notable algorithm offer significant computational advantage polynomial time algorithm achieve good approximation factor addition important class gaussian process nonlinear measurement corrupt gaussian noise algorithm enjoy time complexity state art algorithm linear system measurement achieve result prove property entropy batch state vector condition measurement supermodular choice sensor b sparsity pattern involve block tri diagonal matrix facilitate evaluation sensor set', 'geometrical method low dimensional representation simulation propose new datum analysis approach efficient post processing bundle finite element datum numerical simulation approach base mathematical principle symmetry consider case simulation industrial product contain space surface mesh embed furthermore assume distance preserve transformation exist albeit unknown map simulation simulation setting discrete laplace beltrami operator construct mesh invariant isometric transformation valid simulation eigenfunction operator common basis isometric simulation use projection coefficient instead simulation analysis extend idea invariance employ discrete fokker planck operator continuous limit converge operator invariant nonlinear transformation use eigendecomposition accordingly data analysis approach apply time dependent dataset numerical car crash simulation observe spectral coefficient necessary describe data variability low dimensional structure obtain eigenvector see recover different independent variation mode translation rotation global local deformation effective analysis datum bundle numerical simulation possible particular analysis simulation time']"
0,13439,0_estimator_regression_bayesian_estimation,"['estimator', 'regression', 'bayesian', 'estimation', 'inference', 'sparse', 'likelihood', 'sample', 'matrix', 'posterior']","['bayesian semiparametric analysis multivariate continuous response variable selection article present approach bayesian semiparametric inference gaussian multivariate response regression motivate small medium dimensional problem physical social science statistical challenge revolve deal unknown mean variance function particular correlation matrix tackle problem develop prior smooth function markov chain monte carlo algorithm inference model selection specifically dirichlet process mixture gaussian distribution basis cluster induce prior element correlation matrix smooth multidimensional mean variance represent radial basis function expansion complexity model term variable selection smoothness control spike slab prior simulation study present demonstrate performance response dimension increase finally model fit number real world dataset r package script replicate synthetic real data example detailed description mcmc sampler available supplementary material online', 'sparse nonlinear regression parameter estimation asymptotic inference study parameter estimation asymptotic inference sparse nonlinear regression specifically assume datum give y f nonlinear recover propose square estimator unlike classical linear regression correspond optimization problem nonconvex nonlinearity spite nonconvexity prove mild condition stationary point objective enjoy optimal statistical rate convergence addition provide efficient algorithm provably converge stationary point access uncertainty obtain estimator specifically base stationary point objective construct valid hypothesis test confidence interval low dimensional component high dimensional parameter detailed numerical result provide theory', 'mean decomposition summarize conditional distribution propose summary measure define expect value random variable disjoint subset support specify give grid proportion consider use regression modeling framework obtain regression coefficient provide information effect set give covariate variable expectation specify subset derive asymptotic property general estimation approach base choose quantile function estimator underlie probability distribution bind variance general estimator provide relate precision give grid proportion quantile function estimator show simulation example illustrate use method advantage real datum application potential solve resource allocation intervention evaluation problem']"
1,8640,1_channel_mimo_user_antenna,"['channel', 'mimo', 'user', 'antenna', 'wireless', 'interference', 'relay', 'cache', 'communication', 'transmission']","['codebook base max min energy efficient resource allocation uplink mmwave mimo noma system paper investigate energy efficient resource allocation problem uplink non orthogonal multiple access noma millimeter wave system fully connect base sparse radio frequency chain antenna structure apply base station bs relieve pilot overhead channel estimation propose codebook base analog beam design scheme require obtain equivalent channel gain basis user belong analog beam serve noma advanced noma decode scheme propose exploit global information available bs predefine minimum rate maximum transmit power constraint user formulate max min user energy efficiency ee optimization problem jointly optimize detection matrix bs transmit power user transform original fractional objective function subtractive propose loop iterative algorithm solve reformulate problem specifically inner loop update detection matrix transmit power iteratively outer loop adopt bisection method decrease complexity inner loop propose zero force iterative algorithm detection matrix design zf technique finally simulation result propose scheme obtain well performance term spectral efficiency ee conventional scheme', 'fundamental limit mimo massive access communication multiple access channel mac user general model massive machine type communication paradigm number user comparable large cod blocklength contrast classical mac assume fixed small number user paper consider massive access channel multiple antenna system base station bs multiple receive antenna serve user single cell magnitude user assume grow unbounded investigate achievable region mimo massive access channel total user unknown subset refer active user transmit datum periodically asymptotic active user identification cost quantify theoretical analysis show give finite number receive antenna individual rate user formulate sum rate multiply specific factor correspond allocation sum capacity successive decoding apply interference grow unbounded user theoretical analysis show successive decode work number receive antenna go infinity increase codelength', 'leverage hop information massive mimo duplex wireless system consider single cell massive mimo duplex wireless communication system base station bs equip large number antenna consider setup single antenna mobile user operate duplex antenna bs capable duplex transmission transmit receive simultaneously frequency spectrum fundamental challenge system intra cell inter node interference generate transmission uplink user reception downlink user key operational challenge estimate aggregate inter mobile channel estimate potentially overwhelm gain duplex operation work propose scalable distribute scheme optimally manage inter node interference utilize hop information architecture architecture bs need know signal interference plus noise ratio sinr downlink user uplink user need sinr weighted signal plus noise metric hop neighbor downlink user downlink user interfere propose hop information architecture require network device comprehensively gather vast inter node interference channel knowledge significantly reduce overhead base hop information architecture design distribute power control algorithm implement architecture overheard feedback information typical asymptotic regime user antenna propose distribute power control scheme improve overall network utility reduce transmission power uplink user']"
2,6436,2_solar_plasma_flare_coronal,"['solar', 'plasma', 'flare', 'coronal', 'magnetic', 'reconnection', 'cme', 'sunspot', 'flux', 'mhd']","['comprehensive characterization solar eruption remote situ observation modeling major solar event november solar energetic particle sep important product solar activity connect solar active region flare coronal mass ejection cme euv wave shock type ii iii radio emission x ray burst phenomenon major probe partition energy solar eruption organization dynamic relaxation coronal interplanetary magnetic field phenomenon cause terrestrial space weather pose multiple hazard human technology space ground particular flare shock cme euv wave produce sep event propagation effect low corona au appear important event type ii iii radio emission x ray burst produce energetic particle leave acceleration site necessary study system multi frequency multi instrument perspective combine situ remote observation detailed modelling phenomena article demonstrate comprehensive approach show necessity analyse trio unusual striking solar eruption radio x ray burst sep event occur november event strong similarity difference standard event despite have similar interplanetary condition site cme genesis region major target depth observational study test exist new theory model base limited modelling available identify aspect understand discuss idea lead improved understanding sep radio space weather event', 'reconnection flux eruptive confine flare implication superflare sun study energy release process set flare confine eruptive range go class use filtergram observatory sdo hmi soho mdi magnetogram derive magnetic reconnection flux rate flare reconnection flux strongly correlate peak go soft x ray flux log log space confined eruptive flare confine flare certain go class exhibit small ribbon area large magnetic flux density flare ribbon factor large event magnetic flux active region ar cause flare involve flare magnetic reconnection finding allow extrapolate large solar flare possible complex solar ar host magnetic flux line large ar flux directly measure capable produce flare correspond bolometric energy erg magnetic flux estimate large solar ar observe find flare go class produce bol erg estimate suggest present day sun capable produce flare related space weather event order magnitude strong observe date', 'science objective understand energy transport wave solar flare solar flare drive release magnetic energy reconnection event solar corona energy transport chromosphere heat plasma cause characteristic radiative loss collisional thick target model electron accelerate energy exceed kev traverse corona impact chromosphere deposit energy collision dense plasma low atmosphere undoubtedly high energy non thermal electron accelerate flare unclear electron beam sole mechanism energy transport dominate certain phase flare evolution wave generate post reconnection relaxation magnetic field line important examine role energy transport']"
3,5876,3_black_hole_horizon_spacetime,"['black', 'hole', 'horizon', 'spacetime', 'kerr', 'schwarzschild', 'gravity', 'wormhole', 'einstein', 'scalar']","['charge ad black hole gauss bonnet gravity nonlinear electrodynamic new dimensional charge ad black hole solution find einstein gauss bonnet gravity nonlinear electrodynamic solution include regular black hole extremal black hole law black hole thermodynamic confirm extend phase space cosmological constant treat pressure second order phase transition investigate observe behavior heat capacity constant pressure gibbs free energy addition equation state black hole p criticality study finally critical exponent find van der waal fluid', 'thermal stability charge rotate quantum black hole criterion thermal stability charge rotate black hole dimension derive horizon area large relative planck area dimension derivation base generic assumption quantum geometry base result loop quantum gravity equilibrium statistical mechanic grand canonical ensemble explicit use classical spacetime geometry analysis assumption mass black hole function horizon area charge angular momentum stability criterion test detail specific classical black hole spacetime dimension metric provide explicit relation dependence mass charge angular momentum black hole enable predict black hole expect thermally unstable hawk radiation', 'distribution energy charge black hole propose gravitational energy momentum tensor previous paper evaluate electric gravitational energy event horizon charge black hole gravitational energy event horizon schwarzschild black hole']"
4,5626,4_topological_semimetal_insulator_hall,"['topological', 'semimetal', 'insulator', 'hall', 'weyl', 'dirac', 'symmetry', 'band', 'bulk', 'phase']","['electronic transport quantum oscillation topological semimetal dimensional topological semimetal represent new class topological matter study family material frontier condense matter physic breakthrough topological semimetal phase include dirac semimetal dsm weyl semimetal wsm nodal line semimetal nlsms triple point semimetal theoretically predict experimentally demonstrate low energy excitation dirac weyl nodal point nodal line triply degenerate nodal point view emergent relativistic fermion experimental study show relativistic fermion result rich variety exotic transport property extremely large magnetoresistance chiral anomaly intrinsic anomalous hall effect review briefly introduce band structural characteristic topological semimetal phase review current study quantum oscillation exotic transport property topological semimetal finally provide perspective area', 'dimensional topological insulator nodal line boundary state conventional topological insulator superconductor topologically protect nodal point boundary recent interest nodal line semimetal concern bulk band structure present novel dimensional topological insulator protect anti unitary reflection symmetry boundary band single nodal line double topological charge inspire recent experimental realization dimensional quantum hall effect propose cold atom system realize novel topological insulator tunable parameter extra dimension', 'engineer topological phase dimensional nodal loop semimetal dimensional nodal loop semimetal phase exploit engineer number intriguing phase feature different peculiar topological surface state particular introduce dimensional gap term tight bind model nodal loop semimetal obtain rich variety topological phase great interest ongoing theoretical experimental study include chiral insulator degenerate surface loop insulator second order topological insulator weyl semimetal tunable fermi arc profile unique concept underlie approach engineer topological surface state inherit dispersion relation gap term result provide unified principle creation novel topological phase guide search new topological material terminal transport study carry distinguish engineer topological phase']"
5,5587,5_graph_vertex_edge_subgraph,"['graph', 'vertex', 'edge', 'subgraph', 'hypergraph', 'tree', 'minimum', 'cycle', 'domination', 'digraph']","['span tree connected graph branch end vertex vertex degree tree call end vertex vertex degree call branch vertex graph let minimum degree sum nonadjacent vertex consider tree problem arise context optical centralized terminal network find span tree g minimum number end vertex ii minimum number branch vertex iii minimum degree sum branch vertex motivate network design problem junction significantly expensive simple node avoid consider connect graph vertex n positive integer prove author graph satisfy span tree end vertex paper graph satisfy span tree branch end vertex altogether result state graph satisfy span tree branch vertex result state graph satisfy span tree degree sum branch vertex result sharp', 'structural property connected domination critical graph graph say connected domination number equal uv pair non adjacent vertex let number cut vertex let maximum number cut vertex contain block integer graph critical g perfect matching subset vertex size prove k graph k cut vertex graph maximum number cut vertex characterize prove k graph satisfy inequality paper characterize graph have k cut vertex establish realizability give k k exist graph cut vertex have block contain cut vertex finally prove graph odd order minimum degree critical k prove graph order minimum degree critical k', 'reconstruction graph maximum degree graph multiset induce subgraph vertex prove graph maximum degree cycle vertex path component vertex number edge low bound obtain graph maximum degree determine cycle value path graph determine connect']"
6,5290,6_mesh_element_galerkin_numerical,"['mesh', 'element', 'galerkin', 'numerical', 'discretization', 'scheme', 'method', 'equation', 'finite', 'discontinuous']","['adaptive local al basis elliptic problem define generalized finite element method discretization elliptic partial differential equation heterogeneous medium adaptive local finite element basis al basis coarse mesh resolve matrix medium construct solve finite dimensional localized problem method require basis function mesh point prove optimal finite element convergence rate preserve', 'arbitrary order discontinuous galerkin method unknown element propose arbitrary order discontinuous galerkin method second order elliptic problem general polygonal mesh degree freedom element achieve locally solve discrete square neighboring element patch geometrical condition element patch prove optimal priori error estimate energy norm norm accuracy efficiency method order polygonal mesh illustrate set benchmark problem', 'discontinuous galerkin approximation linear parabolic problem dynamic boundary condition paper propose analyze discontinuous galerkin method linear parabolic problem dynamic boundary condition present formulation prove stability optimal priori error estimate fully discrete scheme precisely polynomial degree mesh granularity backward euler time step scheme time step prove fully discrete solution bound datum converge suitable mesh dependent energy norm exact solution optimal order sharpness theoretical estimate verify numerical experiment']"
7,4383,7_brain_neuron_spike_eeg,"['brain', 'neuron', 'spike', 'eeg', 'neural', 'synaptic', 'neuronal', 'network', 'connectivity', 'activity']","['low power neuromorphic hardware signal processing application machine learning emerge dominant tool implement complex cognitive task require supervise unsupervised reinforcement learning result machine demonstrate case super human performance energy consumption prove prohibitive absence costly super computer state art machine learning solution base memory model neuron unlike neuron human brain encode process information temporal information spike event different computing principle underlie biological neuron combine efficiently process information believe key factor superior efficiency compare current machine learning system inspire time encoding mechanism brain generation spike neural network snn study build new class information processing engine modern computing system base von neumann architecture ill suited efficiently implement snn performance limit need constantly shuttle datum physically separate logic memory unit novel computational architecture address von neumann bottleneck necessary order build system implement snn low energy budget paper review architectural system level design aspect involve develop new class brain inspire information processing engine mimic time base information encoding processing aspect brain', 'graph base method anomaly prediction brain network rest state functional mri rs fmri functional neuroimage technique improve brain disorder dysfunction study map topology brain connection connectopic mapping slight difference healthy unhealthy brain region function investigation complex topology functional structural brain network human complicated task growth evaluation criterion irregular graph deep learning application widely spread understand human cognitive function link gene expression relate distribute spatial pattern neuronal network brain hold dynamically variety brain solution different activity pattern functional connectivity application involve node centric graph centric task paper perform novel approach individual generative model high order graph analysis region interest recognition area brain normal connection apply certain task propose high order framework graph auto encoder gae hypersphere distributer functional datum analysis brain imaging study underlying non euclidean structure learning strong non rigid graph large scale datum addition distinguish possible mode correlation abnormal brain connection finding degree correlation affect region simultaneous occurrence time diagnose brain disease reveal ability nervous system modify brain topology angle brain plasticity accord input stimulus', 'attention base transfer learn brain computer interface different functional area human brain play different role brain activity pay sufficient research attention brain computer interface bci field paper present new approach electroencephalography eeg classification apply attention base transfer learning approach consider importance different brain functional area improve accuracy eeg classification provide additional way automatically identify brain functional area associate new activity involvement medical professional demonstrate empirically approach perform state art approach task eeg classification result visualization indicate approach detect brain functional area relate certain task']"
8,3887,8_magnetic_spin_ferroelectric_antiferromagnetic,"['magnetic', 'spin', 'ferroelectric', 'antiferromagnetic', 'temperature', 'magnetization', 'liquid', 'phase', 'compound', 'transition']","['type antiferromagnetic order spin rare earth honeycomb search kitaev material deal magnet spin orbit couple local moment iridate propose monoclinic honeycomb lattice exploration kiteav physic perform thermodynamic susceptibility angle dependent magnetic torque neutron diffraction measurement single crystal find ion exhibit kramer doublet ground state give rise effective spin local moment compound exhibit short range magnetic order k follow long range type antiferromagnetic order k order spin lie plane angle away axis order suppress plane plane magnetic field t respectively temperature vary non monotonically plane magnetic field plane magnetic anisotropy reduce order moment k indicate dimensional spin system proximate kitaev physics', 'zigzag spin chain antiferromagnet magnetic property magnetic structure antiferromagnet feature frustrated zigzag chain ion report base neutron diffraction density functional band structure calculation field dependent measurement magnetization specific heat magnetic transition mark onset antiferromagnetic order propagation vector k order moment point direction direction magnetic moment choose single ion anisotropy relatively weak compare isostructural compound geometrical frustration strong impact thermodynamic property manifestation frustration different frustration isotropic exchange coupling minor strong compete single ion anisotropy present spin flop transition observe evaluation magnetic structure ground state spin flop state field polarize ferromagnetic state reveal comprehensive neutron diffraction study function magnetic field finally magnetic phase diagram h plane obtain', 'magneto electric effect spin state transition system magnetic dielectric magnetoelectric property spin state transition system examine motivate recent discovery multiferroic behavior cobalt oxide construct effective model hamiltonian base orbital hubbard model spin state degree freedom magnetic ion couple ferroelectric type lattice distortion phase transition occur high temperature low spin phase low temperature high spin ferroelectric phase accompany increase spin entropy calculated result consistent experimental pressure temperature phase diagram predict magnetic field induce electric polarization low spin paraelectric phase near ferroelectric phase boundary']"
