id,categories,similarity,query_value,title,abstract
1804.01349,physics.soc-ph cs.CY cs.SI,0.4910544955176424,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",The role of geography in the complex diffusion of innovations,"  The urban-rural divide is increasing in modern societies calling for
geographical extensions of social influence modelling. Improved understanding
of innovation diffusion across locations and through social connections can
provide us with new insights into the spread of information, technological
progress and economic development. In this work, we analyze the spatial
adoption dynamics of iWiW, an Online Social Network (OSN) in Hungary and
uncover empirical features about the spatial adoption in social networks.
During its entire life cycle from 2002 to 2012, iWiW reached up to 300 million
friendship ties of 3 million users. We find that the number of adopters as a
function of town population follows a scaling law that reveals a strongly
concentrated early adoption in large towns and a less concentrated late
adoption. We also discover a strengthening distance decay of spread over the
life-cycle indicating high fraction of distant diffusion in early stages but
the dominance of local diffusion in late stages. The spreading process is
modelled within the Bass diffusion framework that enables us to compare the
differential equation version with an agent-based version of the model run on
the empirical network. Although both models can capture the macro trend of
adoption, they have limited capacity to describe the observed trends of urban
scaling and distance decay. We find, however that incorporating adoption
thresholds, defined by the fraction of social connections that adopt a
technology before the individual adopts, improves the network model fit to the
urban scaling of early adopters. Controlling for the threshold distribution
enables us to eliminate the bias induced by local network structure on
predicting local adoption peaks. Finally, we show that geographical features
such as distance from the innovation origin and town size influence prediction
of adoption peak at local scales.
"
1704.03867,cs.CR cs.CY,0.4715947775442622,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.","A Conceptual Model for the Organisational Adoption of Information System
  Security Innovations","  Information System (IS) Security threats is still a major concern for many
organisations. However, most organisations fall short in achieving a successful
adoption and implementation of IS security measures. In this paper, we
developed a theoretical model for the adoption process of IS Security
innovations in organisations. The model was derived by combining four
theoretical models of innovation adoption, namely: Diffusion of Innovation
theory (DOI), the Technology Acceptance Model (TAM), the Theory of Planned
Behaviour (TPB) and the Technology-Organisation-Environment (TOE) framework.
The model depicts IS security innovation adoption in organisations, as two
decision proceedings. The adoption process from the initiation stage until the
acquisition of innovation is considered as a decision made by organisation
while the process of innovation assimilation is assumed as a result of the user
acceptance of innovation within the organisation. In addition, the model
describes the IS Security adoption process progressing in three sequential
stages, i.e. pre-adoption, adoption- decision and post-adoption phases. The
model also introduces several factors that influence the different stages of IS
Security innovation adoption process. This study contributes to IS security
literature by proposing an overall model of IS security adoption that includes
organisational adoption and user acceptance of innovation in a single
illustration. Also, IS security adoption model proposed in this study provides
important practical implications for research and practice.
"
1706.09777,physics.soc-ph cs.SI,0.4904465582621091,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",Service adoption spreading in online social networks,"  The collective behaviour of people adopting an innovation, product or online
service is commonly interpreted as a spreading phenomenon throughout the fabric
of society. This process is arguably driven by social influence, social
learning and by external effects like media. Observations of such processes
date back to the seminal studies by Rogers and Bass, and their mathematical
modelling has taken two directions: One paradigm, called simple contagion,
identifies adoption spreading with an epidemic process. The other one, named
complex contagion, is concerned with behavioural thresholds and successfully
explains the emergence of large cascades of adoption resulting in a rapid
spreading often seen in empirical data. The observation of real world adoption
processes has become easier lately due to the availability of large digital
social network and behavioural datasets. This has allowed simultaneous study of
network structures and dynamics of online service adoption, shedding light on
the mechanisms and external effects that influence the temporal evolution of
behavioural or innovation adoption. These advancements have induced the
development of more realistic models of social spreading phenomena, which in
turn have provided remarkably good predictions of various empirical adoption
processes. In this chapter we review recent data-driven studies addressing
real-world service adoption processes. Our studies provide the first detailed
empirical evidence of a heterogeneous threshold distribution in adoption. We
also describe the modelling of such phenomena with formal methods and
data-driven simulations. Our objective is to understand the effects of
identified social mechanisms on service adoption spreading, and to provide
potential new directions and open questions for future research.
"
2408.01443,cs.CY cs.HC,0.4723296901593746,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.","Framework for Adoption of Generative Artificial Intelligence (GenAI) in
  Education","  Contributions: An adoption framework to include GenAI in the university
curriculum. It identifies and highlights the role of different stakeholders
(university management, students, staff, etc.) during the adoption process. It
also proposes an objective approach based upon an evaluation matrix to assess
the success and outcome of the GenAI adoption.
  Background: Universities worldwide are debating and struggling with the
adoption of GenAI in their curriculum. Both the faculty and students are unsure
about the approach in the absence of clear guidelines through the
administration and regulators. This requires an established framework to define
a process and articulate the roles and responsibilities of each stakeholder
involved.
  Research Questions: Whether the academic ecosystem requires a methodology to
adopt GenAI into its curriculum? A systematic approach for the academic staff
to ensure the students' learning outcomes are met with the adoption of GenAI.
How to measure and communicate the adoption of GenAI in the university setup?
  Methodology: The methodology employed in this study focuses on examining the
university education system and assessing the opportunities and challenges
related to incorporating GenAI in teaching and learning. Additionally, it
identifies a gap and the absence of a comprehensive framework that obstructs
the effective integration of GenAI within the academic environment.
  Findings: The literature survey results indicate the limited or no adoption
of GenAI by the university, which further reflects the dilemma in the minds of
different stakeholders. For the successful adoption of GenAI, a standard
framework is proposed i) for effective redesign of the course curriculum, ii)
for enabling staff and students, iii) to define an evaluation matrix to measure
the effectiveness and success of the adoption process.
"
2511.14999,cs.CY,0.47039404772152094,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",A County-Level Similarity Network of Electric Vehicle Adoption: Integrating Predictive Modeling and Graph Theory,"Electric vehicle (EV) adoption is essential for reducing carbon dioxide (CO2) emissions from internal combustion engine vehicles (ICEVs), which account for nearly half of transportation-related emissions in the United States. Yet regional EV adoption varies widely, and prior studies often overlook county-level heterogeneity by relying on broad state-level analyses or limited city samples. Such approaches risk masking local patterns and may lead to inaccurate or non-transferable policy recommendations. This study introduces a graph-theoretic framework that complements predictive modeling to better capture how county-level characteristics relate to EV adoption. Feature importances from multiple predictive models are averaged and used as weights within a weighted Gower similarity metric to construct a county similarity network. A mutual k-nearest-neighbors procedure and modularity-based community detection identify 27 clusters of counties with similar weighted feature profiles. EV adoption rates are then analyzed across clusters, and standardized effect sizes (Cohens d) highlight the most distinguishing features for each cluster. Findings reveal consistent global trends, such as declining median income, educational attainment, and charging-station availability across lower adoption tiers; while also uncovering important local variations that general trend or prediction analyses fail to capture. In particular, some low-adoption groups are rural but not economically disadvantaged, whereas others are urbanized yet experience high poverty rates, demonstrating that different mechanisms can lead to the same adoption outcome. By exposing both global structural patterns and localized deviations, this framework provides policymakers with actionable, cluster-specific insights for designing more effective and context-sensitive EV adoption strategies."
1507.04775,physics.soc-ph cs.SI,0.47375677282400724,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",Adoption as a Social Marker: Innovation Diffusion with Outgroup Aversion,"  Social identities are among the key factors driving behavior in complex
societies. Signals of social identity are known to influence individual
behaviors in the adoption of innovations. Yet the population-level consequences
of identity signaling on the diffusion of innovations are largely unknown. Here
we use both analytical and agent-based modeling to consider the spread of a
beneficial innovation in a structured population in which there exist two
groups who are averse to being mistaken for each other. We investigate the
dynamics of adoption and consider the role of structural factors such as
demographic skew and communication scale on population-level outcomes. We find
that outgroup aversion can lead to adoption being delayed or suppressed in one
group, and that population-wide underadoption is common. Comparing the two
models, we find that differential adoption can arise due to structural
constraints on information flow even in the absence of intrinsic between-group
differences in adoption rates. Further, we find that patterns of polarization
in adoption at both local and global scales depend on the details of
demographic organization and the scale of communication. This research has
particular relevance to widely beneficial but identity-relevant products and
behaviors, such as green technologies, where overall levels of adoption
determine the positive benefits that accrue to society at large.
"
1509.03357,physics.soc-ph cs.SI,0.5535927060624386,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.","Dynamics of social contagions with heterogeneous adoption thresholds:
  Crossover phenomena in phase transition","  Heterogeneous adoption thresholds exist widely in social contagions, but were
always neglected in previous studies. We first propose a non-Markovian
spreading threshold model with general adoption threshold distribution. In
order to understand the effects of heterogeneous adoption thresholds
quantitatively, an edge-based compartmental theory is developed for the
proposed model. We use a binary spreading threshold model as a specific
example, in which some individuals have a low adoption threshold (i.e.,
activists) while the remaining ones hold a relatively high adoption threshold
(i.e., bigots), to demonstrate that heterogeneous adoption thresholds markedly
affect the final adoption size and phase transition. Interestingly, the
first-order, second-order and hybrid phase transitions can be found in the
system. More importantly, there are two different kinds of crossover phenomena
in phase transition for distinct values of bigots' adoption threshold: a change
from first-order or hybrid phase transition to the second-order phase
transition. The theoretical predictions based on the suggested theory agree
very well with the results of numerical simulations.
"
2504.13902,physics.soc-ph cs.SI,0.5284463780260698,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.","A Graph Theoretic Approach for Exploring the Relationship between EV
  Adoption and Charging Infrastructure Growth","  The increasing global demand for conventional energy has led to significant
challenges, particularly due to rising CO2 emissions and the depletion of
natural resources. In the U.S., light-duty vehicles contribute significantly to
transportation sector emissions, prompting a global shift toward electrified
vehicles (EVs). Among the challenges that thwart the widespread adoption of EVs
is the insufficient charging infrastructure (CI). This study focuses on
exploring the complex relationship between EV adoption and CI growth. Employing
a graph theoretic approach, we propose a graph model to analyze correlations
between EV adoption and CI growth across 137 counties in six states. We examine
how different time granularities impact these correlations in two distinct
scenarios: Early Adoption and Late Adoption. Further, we conduct causality
tests to assess the directional relationship between EV adoption and CI growth
in both scenarios. Our main findings reveal that analysis using lower levels of
time granularity result in more homogeneous clusters, with notable differences
between clusters in EV adoption and those in CI growth. Additionally, we
identify causal relationships between EV adoption and CI growth in 137
counties, and show that causality is observed more frequently in Early Adoption
scenarios than in Late Adoption ones. However, the causal effects in Early
Adoption are slower than those in Late Adoption.
"
2505.22456,econ.GN q-fin.EC,0.5629011786603654,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.",Beyond Leaders and Laggards: A Typology of Renewable Energy Adoption Trajectories with Evidence from Off-Grid Communities,"Understanding the dynamics of renewable energy adoption is essential for designing strategies that accelerate its spread - an urgent priority for advancing climate goals and improving well-being, especially in off-grid regions facing energy poverty. This study introduces a time-series-based analytical framework that quantifies and classifies adoption behaviors of geographic entities within a region. A novel metric, the Adoption over Time Index (ATI), captures cumulative adoption intensity and identifies shifts in adoption trends, improving the ability to distinguish between fundamental adoption paths. By combining ATI with three key features found to be indicative of adoption dynamics, we define a typology of eight distinct paths, including two newly identified trajectories - the decelerating path and the declining moderate path. Applying this framework to a case study of an off-grid Bedouin population in southern Israel reveals that these retreating paths exist in substantial proportions. Identifying such trends is critical for addressing stagnation and preventing backsliding in the diffusion process. The leaping path, by contrast, was nearly absent. We also identify behavioral diversity within both front-runner and trailing groups. Differentiating among these groups can help tailor acceleration strategies. The analysis further reveals significant disparities in adoption levels across the region, with lagging clusters being widespread and overall adoption falling short of the region's potential."
2303.10387,stat.AP,0.5486165917777273,"This paper develops a unified framework for analyzing technology adoption in financial networks that incorporates spatial spillovers, network externalities, and their interaction. The framework characterizes adoption dynamics through a master equation whose solution admits a Feynman-Kac representation as expected cumulative adoption pressure along stochastic paths through spatial-network space. From this representation, I derive the Adoption Amplification Factor -- a structural measure of technology leadership that captures the ratio of total system-wide adoption to initial adoption following a localized shock. A Levy jump-diffusion extension with state-dependent jump intensity captures critical mass dynamics: below threshold, adoption evolves through gradual diffusion; above threshold, cascade dynamics accelerate adoption through discrete jumps. Applying the framework to SWIFT gpi adoption among 17 Global Systemically Important Banks, I find strong support for the two-regime characterization. Network-central banks adopt significantly earlier (ho = -0.69, p = 0.002), and pre-threshold adopters have significantly higher amplification factors than post-threshold adopters (11.81 versus 7.83, p = 0.010). Founding members, representing 29 percent of banks, account for 39 percent of total system amplification -- sufficient to trigger cascade dynamics. Controlling for firm size and network position, CEO age delays adoption by 11-15 days per year.","A novel statistical framework for the analysis of the degree of
  technology adoption","  Technology adoption research aims to determine the reasons why and how
individuals, corporations, and industries start using new technology.
Furthermore, technology adoption itself is decomposed into underlying
sub-processes which are characterized by a finite number of sequential states
in order to capture its evolutionary nature. Building upon that, in this paper
a technology adoption index is being constructed that allows for statistical
testing. This new framework is flexible with respect to the number of
underlying models, and accounts for nonlinearities within the evolution of
technology adoption. It can be considered as novel because it gives opportunity
to a quantitative analysis of technology adoption that has not existed before.
Subsequently, this framework is applied for an integrated model of technology
adoption.
"
