Topic,Count,Name,Representation,Representative_Docs
-1,316713,-1_model_system_result_time,"['model', 'system', 'result', 'time', 'datum', 'field', 'base', 'method', 'study', 'quantum']","['convolutional neural network long time dissipative quantum dynamic exact numerical simulation dynamic open quantum system require immense computational resource demonstrate deep artificial neural network comprise convolutional layer powerful tool predict long time dynamic open quantum system provide precede short time dynamic system know neural network model develop work simulate long time dynamic efficiently accurately different dynamical regime weakly damp coherent motion incoherent relaxation model train datum set relevant photosynthetic excitation energy transfer deploy study long last quantum coherence phenomena observe light harvesting complex furthermore model perform initial condition different training approach considerably reduce require computational resource long time simulation hold promise valuable tool study open quantum system', 'compute free energy fluctuation relation quantum computer fluctuation relation allow computation equilibrium property like free energy ensemble non equilibrium dynamic simulation compute quantum system difficult perform dynamic simulation system exponentially hard classical computer quantum computer alleviate hurdle efficiently simulate quantum system present algorithm utilize fluctuation relation know jarzynski equality approximate free energy difference quantum system quantum computer discuss condition approximation exact condition serve strict upper bound furthermore successfully demonstrate proof concept algorithm transverse field ise model real quantum processor free energy central thermodynamic property allow compute virtually equilibrium property physical system quantum hardware continue improve algorithm serve valuable tool wide range application include construction phase diagram prediction transport property reaction constant computer aid drug design future', 'non binary deep transfer learn image classification current standard variety computer vision task small number label training example fine tune weight pre train large image classification dataset imagenet application transfer learning transfer learning method tend rigidly binary model pre train pre train pre train model increase performance decrease define negative transfer application sp regularisation decay weight pre train value apply weight decay paper examine assumption recommendation base extensive empirical evaluation demonstrate application non binary approach achieve optimal result achieve good performance individual dataset require careful adjustment transfer learn hyperparameter usually consider include number layer transfer different learning rate different layer different combination regularization good practice achieve number measure pre train weight fit target dataset guide optimal hyperparameter present method non binary transfer learning include combine regularization perform non traditional fine tune hyperparameter search finally suggest heuristic determine optimal transfer learn hyperparameter benefit non binary approach support final result come close exceed state art performance variety task traditionally difficult transfer learning']"
0,10799,0_quark_decay_collision_qcd,"['quark', 'decay', 'collision', 'qcd', 'higgs', 'meson', 'heavy', 'lhc', 'boson', 'lepton']","['search light pseudoscalar higgs boson boosted final state proton proton collision tev search light pseudoscalar higgs boson decay gev heavy scalar higgs boson h perform lhc proton proton collision datum tev correspond integrated luminosity collect cms experiment analysis consider gluon fusion vector boson fusion production h follow decay h aa consider pseudoscalar mass range gev large mass difference h boson small mass boson decay product pair high lorentz boost collimate reconstruction efficiency increase modify standard technique hadronic lepton decay reconstruction account nearby muon significant signal observe model independent limit set confidence level function branching fraction h aa gev model dependent limit aa set context higgs doublet plus singlet model stringent result obtain type iii model result extend current lhc search heavy boson decay resolve lepton pair provide bound h boson mass gev', 'measurement associate production higgs boson decay vector boson high transverse momentum collision tev atlas detector associated production higgs boson boson decay lepton higgs boson decay pair measure high vector boson transverse momentum regime gev atlas detector analysed datum correspond integrated luminosity collect proton proton collision large hadron collider centre mass energy tev measured signal strength define ratio measured signal yield predict standard model correspond observed expect significance standard deviation cross section associated production higgs boson decay quark pair gauge boson decay lepton measure exclusive vector boson transverse momentum region gev gev interpret constraint anomalous coupling framework standard model effective field theory', 'search w boson decay vector like quark quark jet final state tev search present heavy w boson resonance decay b t vector like quark t b quark respectively analysis perform proton proton collision collect cms detector lhc datum correspond integrated luminosity center mass energy tev decay channel result signature t quark higgs z boson b quark produce significant lorentz boost hadronic decay higgs z boson t quark select jet substructure technique reduce standard model background result distinct jet w boson decay signature significant deviation datum respect standard model background prediction observe upper limit set confidence level product w boson cross section final state branching fraction w boson mass tev exclude give benchmark model assumption democratic branching fraction addition limit set base generalization assumption sensitive limit date final state']"
1,6738,1_speech_speaker_audio_asr,"['speech', 'speaker', 'audio', 'asr', 'music', 'voice', 'recognition', 'sound', 'acoustic', 'end']","['speaker conditional chain model speech separation extraction speech separation extensively explore tackle cocktail party problem study far have generalization capability real scenario work raise common strategy name speaker conditional chain model process complex speech recording propose method model infer identity variable number speaker observation base sequence sequence model take information infer speaker condition extract speech source predict speaker information observation model helpful solve problem conventional speech separation speaker extraction multi round long recording experiment standard fully overlapped speech separation benchmark comparable result prior study propose model get well adaptability multi round long recording', 'fast offline transformer base end end automatic speech recognition real world application recent advance technology automatic speech recognition asr widely real world application efficiency convert large amount speech text accurately limited resource important paper propose method rapidly recognize large speech database transformer base end end model transformer improve state art performance field easy use long sequence paper technique speed recognition real world speech propose test include decode multiple utterance batch beam search detect end speech base connectionist temporal classification ctc restrict ctc prefix score split long speech short segment experiment conduct librispeech english real world korean asr task verify propose method experiment propose system convert hour speech speak real world meeting text minute character error rate relatively low conventional system', 'evaluate reduce distance synthetic real speech distribution modern text speech tts system produce natural sound speech remain unable reproduce diversity find natural speech datum consider distribution possible real speech sample generate speaker alongside distribution synthetic sample generate set speaker particular tts system set quantify distance real synthetic speech range utterance level statistic relate property speaker speech prosody acoustic environment difference distribution statistic evaluate wasserstein distance reduce distance provide ground truth value generation time quantify improvement overall distribution distance approximate automatic speech recognition system good system achieve reduction distribution distance']"
2,5789,2_graph_vertex_edge_subgraph,"['graph', 'vertex', 'edge', 'subgraph', 'color', 'number', 'tree', 'hypergraph', 'conjecture', 'digraph']","['density color bipartite graph application consider problem color graph color graph triple consisting vertex set set red edge set blue edge disjoint density define choose possible color graph vertex contain sub graph formula measure edge density determine density colored bipartite graph important application study problem', 'separation graph natural extension color theorem conjecture graph contain colorable possible counterexample conjecture minimum number vertex call graph previous result graph connect connect graph pair edge disjoint subgraphs g paper graph admit separation draw plane edge crossing vertex incident common face step attempt reduce conjecture color theorem', 'graph polynomial group color graph let abelian group let simple graph fix orientation edge label exist vertex color element edge e orient langhede thomassen prove recently planar graph vertex different different approach base graph polynomial extend result free graph general setting field color specifically prove graph vertex arbitrary field element number coloring list assignment']"
3,4068,3_privacy_federate_fl_client,"['privacy', 'federate', 'fl', 'client', 'private', 'federated', 'dp', 'learning', 'differentially', 'server']","['constrain differentially private federated learning low bandwidth device federated learning prominent approach different entity want learn collaboratively common model share training datum federate learning main drawback bandwidth inefficient involve lot message exchange aggregate server participate entity bandwidth correspond processing cost prohibitive participate entity example mobile device furthermore federate learning improve privacy share datum recent attack show leak information training datum paper present novel privacy preserve federate learning scheme propose scheme provide theoretical privacy guarantee base differential privacy furthermore optimize model accuracy constrain model learning phase select weight finally show experimentally reduce upstream downstream bandwidth compare standard federate learning make practical mobile system', 'privacy preserve federated learning system immersion random matrix encryption federate learning fl emerge privacy solution collaborative distribute learning client train ai model directly device instead share datum centralized potentially adversarial server fl preserve local datum privacy extent show information client datum infer model update recent year privacy preserve scheme develop address privacy leakage provide privacy expense model performance system efficiency balance tradeoff crucial challenge implement fl scheme manuscript propose privacy preserve federate learning ppfl framework build synergy matrix encryption system immersion tool control theory idea immerse learning algorithm stochastic gradient decent sgd high dimensional system call target system design dynamic target system trajectory original sgd immerse embed trajectory learn encrypt datum use random matrix encryption matrix encryption reformulate server random change coordinate map original parameter higher dimensional parameter space enforce target sgd converge encrypt version original sgd optimal solution server decrypt aggregated model left inverse immersion map algorithm provide level accuracy convergence rate standard fl negligible computation cost reveal information client datum', 'privacy leakage adversarial training model federate learning system adversarial training crucial obtain deep neural network robust adversarial attack recent work find model vulnerable privacy attack work reveal unsettling property design novel privacy attack practically applicable privacy sensitive federated learning fl system method attacker exploit model fl system accurately reconstruct user private training image training batch size large code available']"
4,3917,4_face_gan_image_facial,"['face', 'gan', 'image', 'facial', 'generative', 'style', 'recognition', 'deepfake', 'adversarial', 'biometric']","['facecontroller controllable attribute edit face wild face attribute editing aim generate face multiple desire face attribute manipulate detail preserve unlike prior work gan inversion expensive reverse mapping process propose simple feed forward network generate high fidelity manipulated face simply employ exist easy obtainable prior information method control transfer edit diverse attribute face wild propose method consequently apply application face swapping face relighting makeup transfer method decouple identity expression pose illumination prior separate texture color region wise style code information embed adversarial learning identity style normalization module disentanglement loss propose enhance generator extract information independently attribute comprehensive quantitative qualitative evaluation conduct single framework method achieve good competitive score variety face application', 'far gan shot face reenactment animate static face image target facial expression movement important area image editing movie production face reenactment process challenge complex geometry movement human face previous work usually require large set image person model appearance paper present shot face reenactment model far gan take face image give source identity target expression input produce face image source identity target expression propose method make assumption source identity facial expression head pose image background evaluate method dataset method able generate high quality face image compare method', 'dual discriminator gan gan way profile face recognition wealth angle problem occur facial recognition perform present feature extraction network present eigenvector large difference frontal face profile face recognition person case reason state art facial recognition network use multiple sample target ensure eigenvector difference cause angle ignore training solution available generate frontal face image profile face image recognition paper propose method generate frontal face image image profile face base generative adversarial network gan']"
5,3768,5_mesh_element_discretization_numerical,"['mesh', 'element', 'discretization', 'numerical', 'galerkin', 'scheme', 'equation', 'finite', 'discontinuous', 'method']","['finite element method interface problem local anisotropic fit mixed mesh simple efficient interface fit mesh generation algorithm develop paper algorithm produce local anisotropic fit mixed mesh consist triangle quadrilateral near interface new finite element method propose second order elliptic interface problem base result mesh optimal approximation capability anisotropic element prove norm discrete system usually ill condition anisotropic small element near interface multigrid method present handle issue convergence rate multigrid method show optimal respect coefficient jump ratio mesh size numerical experiment present demonstrate theoretical result', 'assessment solver algebraically stabilize discretization convection diffusion reaction equation consider flux correct finite element discretization convection dominate transport problem assess computational efficiency algorithm base approximation method investigation include flux correct transport scheme monolithic limiter discretize space continuous galerkin method finite element time integration perform crank nicolson method explicit strong stability preserve runge kutta method nonlinear system solve fix point iteration method require solution large linear system iteration time step great variety option choice discretization method solver component call dedicated comparative study exist approach perform study define new test problem time dependent stationary convection diffusion reaction equation result numerical experiment illustrate limit technique time discretization solver impact overall performance', 'discontinuous galerkin discretization time system second order nonlinear hyperbolic equation paper study finite element approximation system second order nonlinear hyperbolic equation propose numerical method combine discontinuous galerkin finite element approximation time direction finite element approximation spatial variable error bound temporal nodal point derive weak restriction temporal step size term spatial mesh size numerical experiment present verify theoretical result']"
6,3713,6_software_code_student_developer,"['software', 'code', 'student', 'developer', 'bug', 'project', 'program', 'development', 'course', 'research']","['software development analytic practice systematic literature review context software development analytic research area concern provide insight improve product delivery process type study data source mining method purpose objective systematic literature review aim provide aggregate view relevant study software development analytic past decade emphasis application practical setting method definition execution search string digital library follow quality assessment criterion identify relevant paper extract set characteristic study type datum source study perspective development life cycle activity cover stakeholder mining method analytic scope classify impact taxonomy result source code repository experimental case study developer common datum source study type stakeholder respectively product project manager present expect mining method evolve rapidly reflect long list identify descriptive statistic usual method follow correlation analysis software development important process organization unexpected find process mining present study contribution software development life cycle give quality dimension time management cost control lightly debate analysis security aspect suggest increase topic concern practitioner risk management contribution scarce conclusion wide improvement margin software development analytic practice instance mining analyze activity perform software developer actual workbench ide', 'survey software code review practice brazil context software code review aim early find code anomaly perform code improvement expensive issue challenge face developer apply code review practice regularly unclear goal investigate difficulty developer face apply code review practice limit target audience developer use practice regularly method conduct web base survey brazilian practitioner engage software development industry result code review practice widespread brazilian practitioner recognize importance routine apply practice addition report difficulty fit static analysis tool software development process possible reason recognize practitioner tool use single metric threshold adequate evaluate system class conclusion improve guideline fit code review practice software development process help widely additionally future study investigate multiple metric threshold source code context account reduce static analysis tool false alarm finally tool allow use distinct phase software development process', 'test research software survey background research software play important role solve real life problem empower scientific innovation handle emergency situation correctness trustworthiness research software absolute importance software testing important activity identify problematic code help produce high quality software testing research software difficult complexity underlie science relatively unknown result scientific algorithm culture research software community aim goal paper well understand current testing practice identify challenge provide recommendation improve testing process research software development method survey member research software developer community collect information knowledge use software testing project result analyse response identify research software developer report average level knowledge software testing find difficult numerous challenge involve number way proper training improve testing process research software conclusion testing challenge type software difficulty especially present development research software software engineering activity typically give attention produce trustworthy result research software need culture change testing value team devote appropriate effort write execute test']"
7,3553,7_epidemic_infection_pandemic_spread,"['epidemic', 'infection', 'pandemic', 'spread', 'disease', 'outbreak', 'sir', 'country', 'population', 'infectious']","['analysis prediction control epidemic survey scalar dynamic network model ongoing pandemic mathematical model epidemic spreading emerge powerful tool produce valuable prediction evolution pandemic help public health authority decide intervention policy implement study model ground system theory analyze control theoretic tool extremely important research area researcher different field include epidemiology engineering physic mathematic computer science sociology economic management survey review history present state art modeling analysis control epidemic dynamic discuss different approach epidemic modeling deterministic stochastic range implementation scalar system differential equation describe epidemic spread population level recent model dynamic network capture spatial spread time vary nature human interaction', 'computational model pandemic probabilistic cellular automata coronavirus disease cause sars pandemic disease highly infectious potentially fatal cause global public health concern contain spread government adopt nationwide intervention like lockdown containment quarantine restriction travel cancel social event extensive testing understand effect measure control epidemic data drive manner propose probabilistic cellular automata pca base modify seiqr model transition associate model drive datum available chronology symptom pathogenesis transmissivity virus argue lattice base model capture feature dynamic exist fluctuation perform rigorous computational analysis model account spatial dynamic social distancing measure impose people consider probabilistic behavioural aspect associate mitigation strategy study model consider factor like population density testing efficiency model focus variability epidemic dynamic datum different country point reason contrast observation good knowledge attempt model spread pca give spatial temporal variation infection spread insight contribution different infection parameter', 'emerge polynomial growth trend pandemic datum reconciliation compartment base model study report datum pandemic outbreak january country observe time series active case individual country difference total number confirm infection sum total number report death recovered case display strong agreement polynomial growth later epidemic stage combine polynomial growth exponential decay result formulate term compartment type mathematical model epidemic model universal scaling characterize observed regime advanced epidemic stage interpret algebraic decay relative reproduction number constant duration epidemic outbreak finding apply improve prediction report pandemic datum estimate epidemic parameter note model show good agreement report datum claim real size pandemic relation observe report datum total number infect population unknown']"
8,3503,8_logic_program_automata_proof,"['logic', 'program', 'automata', 'proof', 'semantic', 'language', 'calculus', 'programming', 'verification', 'type']","['flexible refinement proof separation logic refinement transform abstract system model concrete executable program property establish abstract model carry concrete implementation refinement successfully development substantial verify system exist refinement technique limitation impede practical usefulness technique generate executable code automatically generally lead implementation sub optimal performance employ program verification reason efficient implementation impose strict requirement structure code structure refinement proof employ verification logic tool paper present novel refinement technique remove limitation technique use separation logic reason efficient concurrent implementation prescribe loose coupling abstract model concrete implementation support wide range program structure datum representation proof structure minimal assumption underlie program logic allow technique combination wide range logic automate shelf separation logic verifier formalize technique prove central trace inclusion property demonstrate usefulness case study', 'order invariance variable fragment order logic study expressive power variable fragment order invariant order logic logic depart order logic way formula allow quantify variable second formula use additional binary relation interpret structure scrutiny linear order provide truth value sentence finite structure depend linear order choose domain prove class structure bounded degree property expressible logic definable order logic situation remain add count quantifier logic', 'modular value semantic combined logic obtain time modular value semantic combined logic build directly value semantic logic combine mean suitable universal operation partial non deterministic logical matrix construction preserve finite valuedness context multiple conclusion logic unsurprisingly lose context single conclusion logic illustrate construction wide range example develop concrete application semantic characterization semantic strengthen give value logic additional axiom study condition give logic see combination simple syntactically define fragment calculi obtain independently form calculus logic general condition decidability preserve combination mechanism']"
